,P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_MASS_LIMIT,P_MASS_ORIGIN,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_RADIUS_LIMIT,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_PERIOD_LIMIT,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_SEMI_MAJOR_AXIS_LIMIT,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_ECCENTRICITY_LIMIT,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_INCLINATION_LIMIT,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_OMEGA_LIMIT,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_MAG_ERROR_MIN,S_MAG_ERROR_MAX,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_TEMPERATURE_LIMIT,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_MASS_LIMIT,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_RADIUS_LIMIT,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_METALLICITY_LIMIT,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_AGE_LIMIT,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_LOG_LUM_LIMIT,S_LOG_G,S_LOG_G_ERROR_MIN,S_LOG_G_ERROR_MAX,S_LOG_G_LIMIT,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
243,Kepler-1816 b,Transit,Kepler,2021,12/5/2021,4.53,,,0,M-R relationship,1.968,,,0,91.500999,,,0,0.3648,,,0,0.0,,,0,89.99,,,0,,,,0,Kepler-1816,,,,296.85098,50.698774,19h47m24.24s,+50d41m55.58s,14.734,-0.103,0.103,437.823,-3.599,3.599,5051.0,-90.0,111.0,0,0.79,-0.06,0.03,0,0.71,-0.03,0.05,0,-0.24,-0.15,0.15,0,0.7,-3.8,3.8,0,-0.531,,,0,4.63,-0.05,0.02,0,1.5171781,2.3018293,1.1696287,0.59432352,0.006531262,0.3648,0.3648,0.3648,0.3648,2.212536,2.212536,2.212536,310.68644,310.68644,310.68644,350.87151,350.87151,350.87151,Superterran,K,19 47 24.24,+50 41 55.58,0.29444216,0.42397349,1.0230107,0.53702449,0.9699061,0.56829044,0.9699061,0.51843635,0.9699061,1.4650882,0.5378546,0.31161393,0,0,Hot,0,0.64727417,Cygnus,Cyg,Swan
244,Kepler-196 d,Transit,Kepler,2021,12/5/2021,7.56,,,0,M-R relationship,2.661,,,0,122.08,,,0,0.4484,,,0,0.0,,,0,89.4,,,0,,,,0,Kepler-196,,,,284.96851,42.079121,18h59m52.44s,+42d04m44.84s,14.239,-0.092,0.092,451.312,-3.115,3.157,5132.0,-102.0,102.0,0,0.81,-0.05,0.05,0,0.77,-0.04,0.05,0,-0.06,-0.15,0.15,0,3.98,-2.06,3.07,0,-0.393,,,0,4.57,-0.05,0.03,0,1.6855377,2.8410372,1.0676577,0.40122425,0.00944343,0.4484,0.4484,0.4484,0.4484,2.0121891,2.0121891,2.0121891,303.40093,303.40093,303.40093,,342.64367,342.64367,Neptunian,K,18 59 52.44,+42 04 44.84,0.40457589,0.49497902,1.1906407,0.62696235,1.1288346,0.66340505,1.1288346,0.60525771,1.1288346,1.7173696,0.62333247,0.41979155,0,0,Hot,0,0.60077474,Lyra,Lyr,Lyre
245,Kepler-1996 c,Transit,Kepler,2023,5/16/2023,8.3,,,0,M-R relationship,2.81,-0.08,0.2,0,92.729725,-0.000398,0.000398,0,0.3608,,,0,0.0,,,0,89.19,,,0,,,,0,Kepler-1996,,,,285.25376,46.582218,19h01m00.90s,+46d34m55.99s,15.11,-0.114,0.114,440.561,-4.334,4.42,4580.0,-92.0,92.0,0,0.75,-0.04,0.03,0,0.68,-0.02,0.05,0,0.08,-0.15,0.15,0,14.0,-3.6,3.6,0,-0.657,,,0,4.64,-0.05,0.01,0,1.7186438,2.9537367,1.0511518,0.37407539,0.008042494,0.3608,0.3608,0.3608,0.3608,1.6922594,1.6922594,1.6922594,290.54703,290.54703,290.54703,,328.12722,328.12722,Neptunian,K,19 01 00.90,+46 34 55.99,0.22029265,0.37425716,0.92125656,0.47405469,0.8734319,0.50193094,0.8734319,0.4576508,0.8734319,1.2672543,0.23535389,0.50458376,0,0,Hot,0,0.6180295,Lyra,Lyr,Lyre
246,K2-384 e,Transit,K2,2022,3/16/2022,2.37,,,0,M-R relationship,1.345,-0.082,0.139,0,9.715043,-0.000739,0.001003,0,0.061561717,,,0,,,,0,,,,0,,,,0,K2-384,,,M4 V,20.49984,0.7509701,01h21m59.96s,+00d45m03.49s,16.12,-0.2,0.2,82.6603,-0.6908,0.7023,3623.0,-138.0,138.0,0,0.33,-0.01,0.01,0,0.35,-0.01,0.01,0,0.068,-0.198,0.198,0,,,,0,-1.87,-0.125,0.097,0,4.87,-0.03,0.03,0,1.3274343,1.7620818,1.310098,0.97405054,0.001188067,0.061561717,0.061561717,0.061561717,0.061561717,3.5594144,3.5594144,3.5594144,349.90033,349.90033,349.90033,395.15744,395.15744,395.15744,Terran,M,01 21 59.96,+00 45 03.49,0.013489629,0.094839735,0.24461225,0.12012855,0.23191071,0.12733945,0.23191071,0.11595886,0.23191071,0.31359113,0.034580987,0.31880303,0,0,Hot,0,0.58966149,Cetus,Cet,Whale
247,K2-384 f,Transit,K2,2022,3/16/2022,5.57,,,0,M-R relationship,2.222,-0.082,0.091,0,13.62749,-0.000574,0.000342,0,0.077142105,,,0,,,,0,,,,0,,,,0,K2-384,,,M4 V,20.49984,0.7509701,01h21m59.96s,+00d45m03.49s,16.12,-0.2,0.2,82.6603,-0.6908,0.7023,3623.0,-138.0,138.0,0,0.33,-0.01,0.01,0,0.35,-0.01,0.01,0,0.068,-0.198,0.198,0,,,,0,-1.87,-0.125,0.097,0,4.87,-0.03,0.03,0,1.5832721,2.5067507,1.1281506,0.50771855,0.001979356,0.077142105,0.077142105,0.077142105,0.077142105,2.26682,2.26682,2.26682,312.5748,312.5748,312.5748,353.00412,353.00412,353.00412,Superterran,M,01 21 59.96,+00 45 03.49,0.013489629,0.094839735,0.24461225,0.12012855,0.23191071,0.12733945,0.23191071,0.11595886,0.23191071,0.31359113,0.034580987,0.31880303,0,0,Hot,0,0.61645068,Cetus,Cet,Whale
248,Ross 508 b,Radial Velocity,Subaru Telescope,2022,6/8/2022,4.0,-0.55,0.53,0,Msini,1.83,,,0,10.77,-0.01,0.01,0,0.05366,-0.00049,0.00056,0,0.33,-0.15,0.13,0,,,,0,-37.0,-28.0,22.0,0,Ross 508,,,M4.5 V,230.9613,17.460535,15h23m50.71s,+17d27m37.92s,14.18,-0.2,0.2,11.2103,-0.0107,0.0107,3071.0,-22.0,34.0,0,0.18,0.0,0.0,0,0.21,-0.01,0.01,0,-0.2,-0.2,0.2,0,,,,0,-2.445,-0.009,0.008,0,5.04,-0.03,0.03,0,1.4784425,2.1857923,1.194422,0.65268964,0.001011051,0.056581787,0.0359522,0.0713678,0.054417973,1.320491,0.70468557,2.7768285,267.28743,233.39877,328.84177,301.85915,263.58723,371.3751,Superterran,M,15 23 50.71,+17 27 37.92,0.003589219,0.049224816,0.13039973,0.062349442,0.12362675,0.066130011,0.12362675,0.060177778,0.12362675,0.16175725,0.010945437,0.26048054,1,0,Warm,2,0.77077072,Serpens,Ser,Serpent
249,Wolf 1069 b,Radial Velocity,Calar Alto Observatory,2023,2/25/2023,1.26,-0.21,0.21,0,Msini,1.08,,,0,15.564,-0.015,0.015,0,0.0672,-0.0014,0.0014,0,,,,0,,,,0,,,,0,Wolf 1069,,,M5.0 V,306.52425,58.575304,20h26m05.82s,+58d34m31.10s,13.993,-0.049,0.049,9.58341,-0.00485,0.00485,3158.0,-54.0,54.0,0,0.17,-0.01,0.01,0,0.18,-0.01,0.01,0,0.07,-0.19,0.19,0,,,,0,-2.531,-0.004,0.004,0,4.93,-0.06,0.06,0,1.0801234,1.1666667,1.0802469,1.0002286,0.001310575,0.0672,0.0672,0.0672,0.0672,0.65202081,0.65202081,0.65202081,228.91016,228.91016,228.91016,258.51806,258.51806,258.51806,Terran,M,20 26 05.82,+58 34 31.10,0.002944422,0.044546212,0.11752646,0.05642359,0.11142244,0.059839918,0.11142244,0.054459478,0.11142244,0.14650882,0.012470126,0.25556464,1,1,Warm,1,0.84859348,Cygnus,Cyg,Swan
250,Kepler-1126 b,Transit,Kepler,2016,4/16/2019,3.64,,,0,M-R relationship,1.73,-0.14,0.21,0,108.59333,-0.001003,0.001003,0,0.4126,,,0,0.0,,,0,90.0,,,0,,,,0,Kepler-1126,,,,285.69196,45.689399,19h02m46.07s,+45d41m21.84s,14.221,-0.16,0.16,635.736,-6.781,6.781,5798.0,-55.36,61.16,0,0.92,-0.06,0.05,0,0.93,-0.07,0.11,0,-0.26,-0.152,0.141,0,5.5,-3.39,3.44,0,-0.099,,,0,4.46,-0.1,0.07,0,1.4505331,2.1040462,1.2162117,0.70301254,0.006527582,0.4126,0.4126,0.4126,0.4126,4.676722,4.676722,4.676722,374.61494,374.61494,374.61494,423.06871,423.06871,423.06871,Superterran,G,19 02 46.07,+45 41 21.84,0.79615935,0.66881798,1.5748827,0.84714041,1.493132,0.8957867,1.493132,0.81774863,1.493132,2.4091496,2.0420604,0.46225459,0,0,Hot,0,0.50452199,Lyra,Lyr,Lyre
251,Kepler-1052 c,Transit,Kepler,2023,5/16/2023,5.9,,,0,M-R relationship,2.3,-0.19,0.54,0,180.92173,-0.002826,0.002826,0,0.6135,,,0,0.0,,,0,89.99,,,0,,,,0,Kepler-1052,,,,295.34273,46.602213,19h41m22.26s,+46d36m07.97s,14.932,-0.092,0.092,943.444,-17.198,17.198,5818.0,-157.0,139.0,0,0.94,-0.12,0.09,0,0.85,-0.07,0.2,0,-0.22,-0.3,0.3,0,3.55,-1.8,2.65,0,-0.047,,,0,4.55,-0.17,0.04,0,1.6016296,2.5652174,1.1153119,0.48491822,0.011319864,0.6135,0.6135,0.6135,0.6135,2.3843547,2.3843547,2.3843547,316.55008,316.55008,316.55008,357.49357,357.49357,357.49357,Superterran,G,19 41 22.26,+46 36 07.97,0.89742879,0.70922493,1.66916,0.8983203,1.5825154,0.94988865,1.5825154,0.86715021,1.5825154,2.5577834,2.1286501,0.4328182,0,0,Hot,0,0.59843657,Cygnus,Cyg,Swan
252,Kepler-1126 c,Transit,Kepler,2023,5/16/2023,2.7,,,0,M-R relationship,1.45,-0.18,0.18,0,199.66876,-0.003961,0.003961,0,0.6193,,,0,0.0,,,0,89.98,,,0,,,,0,Kepler-1126,,,,285.69196,45.689399,19h02m46.07s,+45d41m21.84s,14.221,-0.16,0.16,635.736,-6.781,6.781,5678.0,-102.0,113.0,0,0.79,-0.03,0.07,0,0.92,-0.12,0.12,0,-0.4,-0.15,0.15,0,0.3,-1.6,1.6,0,-0.099,,,0,4.41,-0.09,0.13,0,1.3645765,1.862069,1.2841855,0.88564517,0.009331079,0.6193,0.6193,0.6193,0.6193,2.0758589,2.0758589,2.0758589,305.77302,305.77302,305.77302,345.32258,345.32258,345.32258,Terran,G,19 02 46.07,+45 41 21.84,0.79615935,0.67363483,1.5914233,0.85324433,1.5088139,0.90233978,1.5088139,0.82365522,1.5088139,2.4091496,1.579359,0.27057484,0,0,Hot,0,0.72064487,Lyra,Lyr,Lyre
